G0,G30,G60,G90,G120
15.513390563730384,11.918879754899564,6.21825505423933,3.017095276154751,5.711521852940927
14.788618599919104,11.448401802784645,7.09996288986328,3.6637452886344217,4.832343963044475
14.788618599919104,9.844572560214226,6.1202225095854015,3.2549264048110973,5.585032854991463
15.513390563730384,11.918879754899564,6.610252349012833,3.707798088202353,5.332928646566474
15.513390563730384,10.295880260674727,4.9427066797094055,3.6637452886344217,7.250563403780444
14.788618599919104,10.06952196130461,6.1202225095854015,3.3478056833622136,5.458833651834705
15.513390563730384,9.62104412066221,6.806173722875805,3.5300095705057073,5.585032854991463
14.788618599919104,10.5236356713813,5.139111804351935,2.77039493828305,4.832343963044475
14.788618599919104,10.983291999930705,6.316274129104386,3.393791281707575,5.965352311698936
14.788618599919104,11.448401802784645,5.040917316464852,3.0653361026098214,6.220292476284777
14.788618599919104,10.06952196130461,4.844479622190361,3.393791281707575,5.332928646566474
15.513390563730384,11.682974951107713,7.0020453452859375,3.017095276154751,4.9570250950629555
14.788618599919104,10.06952196130461,5.040917316464852,2.7198868124547975,5.082019582930896
14.082542587437187,11.448401802784645,6.1202225095854015,3.439482973673905,4.583942830958211
14.788618599919104,9.844572560214226,5.237290406450631,3.208018901160432,5.965352311698936
15.513390563730384,11.682974951107713,6.022176306160427,3.3478056833622136,4.9570250950629555
14.788618599919104,9.844572560214226,6.316274129104386,3.707798088202353,5.585032854991463
14.788618599919104,10.295880260674727,6.21825505423933,3.439482973673905,5.83829638209508
14.082542587437187,11.448401802784645,4.64797511047403,3.9243442847945618,6.604716932443983
14.082542587437187,10.983291999930705,6.21825505423933,2.8702123217902904,4.832343963044475
14.788618599919104,10.983291999930705,5.629850932892483,2.77039493828305,4.832343963044475
15.513390563730384,10.06952196130461,6.21825505423933,3.838450467482368,6.733381216653251
14.788618599919104,9.62104412066221,6.316274129104386,3.439482973673905,5.332928646566474
14.788618599919104,10.295880260674727,4.844479622190361,3.5300095705057073,4.832343963044475
